"WOJ","POW","GMI","RODZ","NAZWA","NAZWA_DOD","STAN_NA"
14,16,7,2,"Ostrów Mazowiecka","gmina wiejska",1.01.2019
14,16,8,2,"Stary Lubotyń","gmina wiejska",1.01.2019
14,16,9,2,"Szulborze Wielkie","gmina wiejska",1.01.2019
14,16,10,2,"Wąsewo","gmina wiejska",1.01.2019
14,16,11,2,"Zaręby Kościelne","gmina wiejska",1.01.2019
14,17,,,"otwocki","powiat",1.01.2019
14,17,1,1,"Józefów","gmina miejska",1.01.2019
14,17,2,1,"Otwock","gmina miejska",1.01.2019
14,17,3,2,"Celestynów","gmina wiejska",1.01.2019
14,17,4,4,"Karczew","miasto",1.01.2019
14,17,4,5,"Karczew","obszar wiejski",1.01.2019
14,17,5,2,"Kołbiel","gmina wiejska",1.01.2019
14,17,6,2,"Osieck","gmina wiejska",1.01.2019
14,17,7,2,"Sobienie-Jeziory","gmina wiejska",1.01.2019
14,17,8,2,"Wiązowna","gmina wiejska",1.01.2019
14,18,,,"piaseczyński","powiat",1.01.2019
14,18,1,4,"Góra Kalwaria","miasto",1.01.2019
14,18,1,5,"Góra Kalwaria","obszar wiejski",1.01.2019
14,18,2,4,"Konstancin-Jeziorna","miasto",1.01.2019
14,18,2,5,"Konstancin-Jeziorna","obszar wiejski",1.01.2019
14,18,3,2,"Lesznowola","gmina wiejska",1.01.2019
14,18,4,4,"Piaseczno","miasto",1.01.2019
14,18,4,5,"Piaseczno","obszar wiejski",1.01.2019
14,18,5,2,"Prażmów","gmina wiejska",1.01.2019
14,18,6,4,"Tarczyn","miasto",1.01.2019
14,18,6,5,"Tarczyn","obszar wiejski",1.01.2019
14,19,,,"płocki","powiat",1.01.2019
14,19,1,2,"Bielsk","gmina wiejska",1.01.2019
14,19,2,2,"Bodzanów","gmina wiejska",1.01.2019
14,19,3,2,"Brudzeń Duży","gmina wiejska",1.01.2019
14,19,4,2,"Bulkowo","gmina wiejska",1.01.2019
14,19,5,4,"Drobin","miasto",1.01.2019
14,19,5,5,"Drobin","obszar wiejski",1.01.2019
14,19,6,4,"Gąbin","miasto",1.01.2019
14,19,6,5,"Gąbin","obszar wiejski",1.01.2019
14,19,7,2,"Łąck","gmina wiejska",1.01.2019
14,19,8,2,"Mała Wieś","gmina wiejska",1.01.2019
14,19,9,2,"Nowy Duninów","gmina wiejska",1.01.2019
14,19,10,2,"Radzanowo","gmina wiejska",1.01.2019
14,19,11,2,"Słubice","gmina wiejska",1.01.2019
14,19,12,2,"Słupno","gmina wiejska",1.01.2019
14,19,13,2,"Stara Biała","gmina wiejska",1.01.2019
14,19,14,2,"Staroźreby","gmina wiejska",1.01.2019
14,19,15,4,"Wyszogród","miasto",1.01.2019
14,19,15,5,"Wyszogród","obszar wiejski",1.01.2019
14,20,,,"płoński","powiat",1.01.2019
14,20,1,1,"Płońsk","gmina miejska",1.01.2019
14,20,2,1,"Raciąż","gmina miejska",1.01.2019
14,20,3,2,"Baboszewo","gmina wiejska",1.01.2019
14,20,4,2,"Czerwińsk nad Wisłą","gmina wiejska",1.01.2019
14,20,5,2,"Dzierzążnia","gmina wiejska",1.01.2019
14,20,6,2,"Joniec","gmina wiejska",1.01.2019
14,20,7,2,"Naruszewo","gmina wiejska",1.01.2019
14,20,8,2,"Nowe Miasto","gmina wiejska",1.01.2019
14,20,9,2,"Płońsk","gmina wiejska",1.01.2019
14,20,10,2,"Raciąż","gmina wiejska",1.01.2019
14,20,11,2,"Sochocin","gmina wiejska",1.01.2019
14,20,12,2,"Załuski","gmina wiejska",1.01.2019
14,21,,,"pruszkowski","powiat",1.01.2019
14,21,1,1,"Piastów","gmina miejska",1.01.2019
14,21,2,1,"Pruszków","gmina miejska",1.01.2019
14,21,3,4,"Brwinów","miasto",1.01.2019
14,21,3,5,"Brwinów","obszar wiejski",1.01.2019
14,21,4,2,"Michałowice","gmina wiejska",1.01.2019
14,21,5,2,"Nadarzyn","gmina wiejska",1.01.2019
14,21,6,2,"Raszyn","gmina wiejska",1.01.2019
14,22,,,"przasnyski","powiat",1.01.2019
14,22,1,1,"Przasnysz","gmina miejska",1.01.2019
14,22,2,4,"Chorzele","miasto",1.01.2019
14,22,2,5,"Chorzele","obszar wiejski",1.01.2019
14,22,3,2,"Czernice Borowe","gmina wiejska",1.01.2019
14,22,4,2,"Jednorożec","gmina wiejska",1.01.2019
14,22,5,2,"Krasne","gmina wiejska",1.01.2019
14,22,6,2,"Krzynowłoga Mała","gmina wiejska",1.01.2019
14,22,7,2,"Przasnysz","gmina wiejska",1.01.2019
14,23,,,"przysuski","powiat",1.01.2019
14,23,1,2,"Borkowice","gmina wiejska",1.01.2019
14,23,2,2,"Gielniów","gmina wiejska",1.01.2019
14,23,3,2,"Klwów","gmina wiejska",1.01.2019
14,23,4,2,"Odrzywół","gmina wiejska",1.01.2019
14,23,5,2,"Potworów","gmina wiejska",1.01.2019
14,23,6,4,"Przysucha","miasto",1.01.2019
14,23,6,5,"Przysucha","obszar wiejski",1.01.2019
14,23,7,2,"Rusinów","gmina wiejska",1.01.2019
14,23,8,2,"Wieniawa","gmina wiejska",1.01.2019
14,24,,,"pułtuski","powiat",1.01.2019
14,24,1,2,"Gzy","gmina wiejska",1.01.2019
14,24,2,2,"Obryte","gmina wiejska",1.01.2019
14,24,3,2,"Pokrzywnica","gmina wiejska",1.01.2019
14,24,4,4,"Pułtusk","miasto",1.01.2019
14,24,4,5,"Pułtusk","obszar wiejski",1.01.2019
14,24,5,2,"Świercze","gmina wiejska",1.01.2019
14,24,6,2,"Winnica","gmina wiejska",1.01.2019
14,24,7,2,"Zatory","gmina wiejska",1.01.2019
14,25,,,"radomski","powiat",1.01.2019
14,25,1,1,"Pionki","gmina miejska",1.01.2019
14,25,2,2,"Gózd","gmina wiejska",1.01.2019
14,25,3,4,"Iłża","miasto",1.01.2019
14,25,3,5,"Iłża","obszar wiejski",1.01.2019
14,25,4,2,"Jastrzębia","gmina wiejska",1.01.2019
14,25,5,2,"Jedlińsk","gmina wiejska",1.01.2019
14,25,6,2,"Jedlnia-Letnisko","gmina wiejska",1.01.2019
14,25,7,2,"Kowala","gmina wiejska",1.01.2019
14,25,8,2,"Pionki","gmina wiejska",1.01.2019
14,25,9,2,"Przytyk","gmina wiejska",1.01.2019
14,25,10,4,"Skaryszew","miasto",1.01.2019
14,25,10,5,"Skaryszew","obszar wiejski",1.01.2019
14,25,11,2,"Wierzbica","gmina wiejska",1.01.2019
14,25,12,2,"Wolanów","gmina wiejska",1.01.2019
14,25,13,2,"Zakrzew","gmina wiejska",1.01.2019
14,26,,,"siedlecki","powiat",1.01.2019
14,26,1,2,"Domanice","gmina wiejska",1.01.2019
14,26,2,2,"Korczew","gmina wiejska",1.01.2019
14,26,3,2,"Kotuń","gmina wiejska",1.01.2019
14,26,4,2,"Mokobody","gmina wiejska",1.01.2019
14,26,5,4,"Mordy","miasto",1.01.2019
14,26,5,5,"Mordy","obszar wiejski",1.01.2019
14,26,6,2,"Paprotnia","gmina wiejska",1.01.2019
14,26,7,2,"Przesmyki","gmina wiejska",1.01.2019
14,26,8,2,"Siedlce","gmina wiejska",1.01.2019
14,26,9,2,"Skórzec","gmina wiejska",1.01.2019
14,26,10,2,"Suchożebry","gmina wiejska",1.01.2019
14,26,11,2,"Wiśniew","gmina wiejska",1.01.2019
14,26,12,2,"Wodynie","gmina wiejska",1.01.2019
14,26,13,2,"Zbuczyn","gmina wiejska",1.01.2019
14,27,,,"sierpecki","powiat",1.01.2019
14,27,1,1,"Sierpc","gmina miejska",1.01.2019
14,27,2,2,"Gozdowo","gmina wiejska",1.01.2019
14,27,3,2,"Mochowo","gmina wiejska",1.01.2019
14,27,4,2,"Rościszewo","gmina wiejska",1.01.2019
14,27,5,2,"Sierpc","gmina wiejska",1.01.2019
14,27,6,2,"Szczutowo","gmina wiejska",1.01.2019
14,27,7,2,"Zawidz","gmina wiejska",1.01.2019
14,28,,,"sochaczewski","powiat",1.01.2019
14,28,1,1,"Sochaczew","gmina miejska",1.01.2019
14,28,2,2,"Brochów","gmina wiejska",1.01.2019
14,28,3,2,"Iłów","gmina wiejska",1.01.2019
14,28,4,2,"Młodzieszyn","gmina wiejska",1.01.2019
14,28,5,2,"Nowa Sucha","gmina wiejska",1.01.2019
14,28,6,2,"Rybno","gmina wiejska",1.01.2019
14,28,7,2,"Sochaczew","gmina wiejska",1.01.2019
14,28,8,2,"Teresin","gmina wiejska",1.01.2019
14,29,,,"sokołowski","powiat",1.01.2019
14,29,1,1,"Sokołów Podlaski","gmina miejska",1.01.2019
14,29,2,2,"Bielany","gmina wiejska",1.01.2019
14,29,3,2,"Ceranów","gmina wiejska",1.01.2019
14,29,4,2,"Jabłonna Lacka","gmina wiejska",1.01.2019
14,29,5,4,"Kosów Lacki","miasto",1.01.2019
14,29,5,5,"Kosów Lacki","obszar wiejski",1.01.2019
14,29,6,2,"Repki","gmina wiejska",1.01.2019
14,29,7,2,"Sabnie","gmina wiejska",1.01.2019
14,29,8,2,"Sokołów Podlaski","gmina wiejska",1.01.2019
14,29,9,2,"Sterdyń","gmina wiejska",1.01.2019
14,30,,,"szydłowiecki","powiat",1.01.2019
14,30,1,2,"Chlewiska","gmina wiejska",1.01.2019
14,30,2,2,"Jastrząb","gmina wiejska",1.01.2019
14,30,3,2,"Mirów","gmina wiejska",1.01.2019
14,30,4,2,"Orońsko","gmina wiejska",1.01.2019
14,30,5,4,"Szydłowiec","miasto",1.01.2019
14,30,5,5,"Szydłowiec","obszar wiejski",1.01.2019
14,32,,,"warszawski zachodni","powiat",1.01.2019
14,32,1,4,"Błonie","miasto",1.01.2019
14,32,1,5,"Błonie","obszar wiejski",1.01.2019
14,32,2,2,"Izabelin","gmina wiejska",1.01.2019
14,32,3,2,"Kampinos","gmina wiejska",1.01.2019
14,32,4,2,"Leszno","gmina wiejska",1.01.2019
14,32,5,4,"Łomianki","miasto",1.01.2019
14,32,5,5,"Łomianki","obszar wiejski",1.01.2019
14,32,6,4,"Ożarów Mazowiecki","miasto",1.01.2019
14,32,6,5,"Ożarów Mazowiecki","obszar wiejski",1.01.2019
14,32,7,2,"Stare Babice","gmina wiejska",1.01.2019
14,33,,,"węgrowski","powiat",1.01.2019
14,33,1,1,"Węgrów","gmina miejska",1.01.2019
14,33,2,2,"Grębków","gmina wiejska",1.01.2019
14,33,3,2,"Korytnica","gmina wiejska",1.01.2019
14,33,4,2,"Liw","gmina wiejska",1.01.2019
14,33,5,4,"Łochów","miasto",1.01.2019
14,33,5,5,"Łochów","obszar wiejski",1.01.2019
14,33,6,2,"Miedzna","gmina wiejska",1.01.2019
14,33,7,2,"Sadowne","gmina wiejska",1.01.2019
14,33,8,2,"Stoczek","gmina wiejska",1.01.2019
14,33,9,2,"Wierzbno","gmina wiejska",1.01.2019
14,34,,,"wołomiński","powiat",1.01.2019
14,34,1,1,"Kobyłka","gmina miejska",1.01.2019
14,34,2,1,"Marki","gmina miejska",1.01.2019
14,34,3,1,"Ząbki","gmina miejska",1.01.2019
14,34,4,1,"Zielonka","gmina miejska",1.01.2019
14,34,5,2,"Dąbrówka","gmina wiejska",1.01.2019
14,34,6,2,"Jadów","gmina wiejska",1.01.2019
14,34,7,2,"Klembów","gmina wiejska",1.01.2019
14,34,8,2,"Poświętne","gmina wiejska",1.01.2019
14,34,9,4,"Radzymin","miasto",1.01.2019
14,34,9,5,"Radzymin","obszar wiejski",1.01.2019
14,34,10,2,"Strachówka","gmina wiejska",1.01.2019
14,34,11,4,"Tłuszcz","miasto",1.01.2019
14,34,11,5,"Tłuszcz","obszar wiejski",1.01.2019
14,34,12,4,"Wołomin","miasto",1.01.2019
14,34,12,5,"Wołomin","obszar wiejski",1.01.2019
14,35,,,"wyszkowski","powiat",1.01.2019
14,35,1,2,"Brańszczyk","gmina wiejska",1.01.2019
14,35,2,2,"Długosiodło","gmina wiejska",1.01.2019
14,35,3,2,"Rząśnik","gmina wiejska",1.01.2019
14,35,4,2,"Somianka","gmina wiejska",1.01.2019
14,35,5,4,"Wyszków","miasto",1.01.2019
14,35,5,5,"Wyszków","obszar wiejski",1.01.2019
14,35,6,2,"Zabrodzie","gmina wiejska",1.01.2019
14,36,,,"zwoleński","powiat",1.01.2019
14,36,1,2,"Kazanów","gmina wiejska",1.01.2019
14,36,2,2,"Policzna","gmina wiejska",1.01.2019
14,36,3,2,"Przyłęk","gmina wiejska",1.01.2019
14,36,4,2,"Tczów","gmina wiejska",1.01.2019
14,36,5,4,"Zwoleń","miasto",1.01.2019
14,36,5,5,"Zwoleń","obszar wiejski",1.01.2019
14,37,,,"żuromiński","powiat",1.01.2019
14,37,1,4,"Bieżuń","miasto",1.01.2019
14,37,1,5,"Bieżuń","obszar wiejski",1.01.2019
14,37,2,2,"Kuczbork-Osada","gmina wiejska",1.01.2019
14,37,3,4,"Lubowidz","miasto",1.01.2019
14,37,3,5,"Lubowidz","obszar wiejski",1.01.2019
14,37,4,2,"Lutocin","gmina wiejska",1.01.2019
14,37,5,2,"Siemiątkowo","gmina wiejska",1.01.2019
14,37,6,4,"Żuromin","miasto",1.01.2019
14,37,6,5,"Żuromin","obszar wiejski",1.01.2019
14,38,,,"żyrardowski","powiat",1.01.2019
14,38,1,1,"Żyrardów","gmina miejska",1.01.2019
14,38,2,4,"Mszczonów","miasto",1.01.2019
14,38,2,5,"Mszczonów","obszar wiejski",1.01.2019
14,38,3,2,"Puszcza Mariańska","gmina wiejska",1.01.2019
14,38,4,2,"Radziejowice","gmina wiejska",1.01.2019
14,38,5,2,"Wiskitki","gmina wiejska",1.01.2019
14,61,,,"Ostrołęka","miasto na prawach powiatu",1.01.2019
14,61,1,1,"Ostrołęka","gmina miejska",1.01.2019
14,62,,,"Płock","miasto na prawach powiatu",1.01.2019
14,62,1,1,"Płock","gmina miejska",1.01.2019
14,63,,,"Radom","miasto na prawach powiatu",1.01.2019
14,63,1,1,"Radom","gmina miejska",1.01.2019
14,64,,,"Siedlce","miasto na prawach powiatu",1.01.2019
14,64,1,1,"Siedlce","gmina miejska",1.01.2019
14,65,,,"Warszawa","miasto stołeczne",
14,65,2,8,"Bemowo","dzielnica",1.01.2019
14,65,3,8,"Białołęka","dzielnica",1.01.2019
14,65,4,8,"Bielany","dzielnica",1.01.2019
14,65,5,8,"Mokotów","dzielnica",1.01.2019
14,65,6,8,"Ochota","dzielnica",1.01.2019
14,65,7,8,"Praga-Południe","dzielnica",1.01.2019
14,65,8,8,"Praga-Północ","dzielnica",1.01.2019
14,65,9,8,"Rembertów","dzielnica",1.01.2019
14,65,10,8,"Śródmieście","dzielnica",1.01.2019
14,65,11,8,"Targówek","dzielnica",1.01.2019
14,65,12,8,"Ursus","dzielnica",1.01.2019
14,65,13,8,"Ursynów","dzielnica",1.01.2019
14,65,14,8,"Wawer","dzielnica",1.01.2019
14,65,15,8,"Wesoła","dzielnica",1.01.2019
14,65,16,8,"Wilanów","dzielnica",1.01.2019
14,65,17,8,"Włochy","dzielnica",1.01.2019
14,65,18,8,"Wola","dzielnica",1.01.2019
14,65,19,8,"Żoliborz","dzielnica",1.01.2019
16,,,,"OPOLSKIE","województwo",1.01.2019
16,1,,,"brzeski","powiat",1.01.2019
16,1,1,1,"Brzeg","gmina miejska",1.01.2019
16,1,2,2,"Skarbimierz","gmina wiejska",1.01.2019
16,1,3,4,"Grodków","miasto",1.01.2019
16,1,3,5,"Grodków","obszar wiejski",1.01.2019
16,1,4,4,"Lewin Brzeski","miasto",1.01.2019
16,1,4,5,"Lewin Brzeski","obszar wiejski",1.01.2019
16,1,5,2,"Lubsza","gmina wiejska",1.01.2019
16,1,6,2,"Olszanka","gmina wiejska",1.01.2019
16,2,,,"głubczycki","powiat",1.01.2019
16,2,1,4,"Baborów","miasto",1.01.2019
16,2,1,5,"Baborów","obszar wiejski",1.01.2019
16,2,2,2,"Branice","gmina wiejska",1.01.2019
16,2,3,4,"Głubczyce","miasto",1.01.2019
16,2,3,5,"Głubczyce","obszar wiejski",1.01.2019
16,2,4,4,"Kietrz","miasto",1.01.2019
16,2,4,5,"Kietrz","obszar wiejski",1.01.2019
16,3,,,"kędzierzyńsko-kozielski","powiat",1.01.2019
16,3,1,1,"Kędzierzyn-Koźle","gmina miejska",1.01.2019
16,3,2,2,"Bierawa","gmina wiejska",1.01.2019
16,3,3,2,"Cisek","gmina wiejska",1.01.2019
16,3,4,2,"Pawłowiczki","gmina wiejska",1.01.2019
16,3,5,2,"Polska Cerekiew","gmina wiejska",1.01.2019
16,3,6,2,"Reńska Wieś","gmina wiejska",1.01.2019
16,4,,,"kluczborski","powiat",1.01.2019
16,4,1,4,"Byczyna","miasto",1.01.2019
16,4,1,5,"Byczyna","obszar wiejski",1.01.2019
16,4,2,4,"Kluczbork","miasto",1.01.2019
16,4,2,5,"Kluczbork","obszar wiejski",1.01.2019
16,4,3,2,"Lasowice Wielkie","gmina wiejska",1.01.2019
16,4,4,4,"Wołczyn","miasto",1.01.2019
16,4,4,5,"Wołczyn","obszar wiejski",1.01.2019
16,5,,,"krapkowicki","powiat",1.01.2019
16,5,1,4,"Gogolin","miasto",1.01.2019
16,5,1,5,"Gogolin","obszar wiejski",1.01.2019
16,5,2,4,"Krapkowice","miasto",1.01.2019
16,5,2,5,"Krapkowice","obszar wiejski",1.01.2019
16,5,3,2,"Strzeleczki","gmina wiejska",1.01.2019
16,5,4,2,"Walce","gmina wiejska",1.01.2019
16,5,5,4,"Zdzieszowice","miasto",1.01.2019
16,5,5,5,"Zdzieszowice","obszar wiejski",1.01.2019
16,6,,,"namysłowski","powiat",1.01.2019
16,6,1,2,"Domaszowice","gmina wiejska",1.01.2019
16,6,2,4,"Namysłów","miasto",1.01.2019
16,6,2,5,"Namysłów","obszar wiejski",1.01.2019
16,6,3,2,"Pokój","gmina wiejska",1.01.2019
16,6,4,2,"Świerczów","gmina wiejska",1.01.2019
16,6,5,2,"Wilków","gmina wiejska",1.01.2019
16,7,,,"nyski","powiat",1.01.2019
16,7,1,4,"Głuchołazy","miasto",1.01.2019
16,7,1,5,"Głuchołazy","obszar wiejski",1.01.2019
16,7,2,2,"Kamiennik","gmina wiejska",1.01.2019
16,7,3,4,"Korfantów","miasto",1.01.2019
16,7,3,5,"Korfantów","obszar wiejski",1.01.2019
16,7,4,2,"Łambinowice","gmina wiejska",1.01.2019
16,7,5,4,"Nysa","miasto",1.01.2019
16,7,5,5,"Nysa","obszar wiejski",1.01.2019
16,7,6,4,"Otmuchów","miasto",1.01.2019
16,7,6,5,"Otmuchów","obszar wiejski",1.01.2019
16,7,7,4,"Paczków","miasto",1.01.2019
16,7,7,5,"Paczków","obszar wiejski",1.01.2019
16,7,8,2,"Pakosławice","gmina wiejska",1.01.2019
16,7,9,2,"Skoroszyce","gmina wiejska",1.01.2019
16,8,,,"oleski","powiat",1.01.2019
16,8,1,4,"Dobrodzień","miasto",1.01.2019
16,8,1,5,"Dobrodzień","obszar wiejski",1.01.2019
16,8,2,4,"Gorzów Śląski","miasto",1.01.2019
16,8,2,5,"Gorzów Śląski","obszar wiejski",1.01.2019
16,8,3,4,"Olesno","miasto",1.01.2019
16,8,3,5,"Olesno","obszar wiejski",1.01.2019
16,8,4,4,"Praszka","miasto",1.01.2019
16,8,4,5,"Praszka","obszar wiejski",1.01.2019
16,8,5,2,"Radłów","gmina wiejska",1.01.2019
16,8,6,2,"Rudniki","gmina wiejska",1.01.2019
16,8,7,2,"Zębowice","gmina wiejska",1.01.2019
16,9,,,"opolski","powiat",1.01.2019
16,9,1,2,"Chrząstowice","gmina wiejska",1.01.2019
16,9,2,2,"Dąbrowa","gmina wiejska",1.01.2019
16,9,3,2,"Dobrzeń Wielki","gmina wiejska",1.01.2019
16,9,4,2,"Komprachcice","gmina wiejska",1.01.2019
16,9,5,2,"Łubniany","gmina wiejska",1.01.2019
16,9,6,2,"Murów","gmina wiejska",1.01.2019
16,9,7,4,"Niemodlin","miasto",1.01.2019
16,9,7,5,"Niemodlin","obszar wiejski",1.01.2019
16,9,8,4,"Ozimek","miasto",1.01.2019
16,9,8,5,"Ozimek","obszar wiejski",1.01.2019
16,9,9,2,"Popielów","gmina wiejska",1.01.2019
16,9,10,4,"Prószków","miasto",1.01.2019
16,9,10,5,"Prószków","obszar wiejski",1.01.2019
16,9,11,2,"Tarnów Opolski","gmina wiejska",1.01.2019
16,9,12,4,"Tułowice","miasto",1.01.2019
16,9,12,5,"Tułowice","obszar wiejski",1.01.2019
16,9,13,2,"Turawa","gmina wiejska",1.01.2019
16,10,,,"prudnicki","powiat",1.01.2019
16,10,1,4,"Biała","miasto",1.01.2019
16,10,1,5,"Biała","obszar wiejski",1.01.2019
16,10,2,4,"Głogówek","miasto",1.01.2019
16,10,2,5,"Głogówek","obszar wiejski",1.01.2019
16,10,3,2,"Lubrza","gmina wiejska",1.01.2019
16,10,4,4,"Prudnik","miasto",1.01.2019
16,10,4,5,"Prudnik","obszar wiejski",1.01.2019
16,11,,,"strzelecki","powiat",1.01.2019
16,11,1,2,"Izbicko","gmina wiejska",1.01.2019
16,11,2,2,"Jemielnica","gmina wiejska",1.01.2019
16,11,3,4,"Kolonowskie","miasto",1.01.2019
16,11,3,5,"Kolonowskie","obszar wiejski",1.01.2019
16,11,4,4,"Leśnica","miasto",1.01.2019
16,11,4,5,"Leśnica","obszar wiejski",1.01.2019
16,11,5,4,"Strzelce Opolskie","miasto",1.01.2019
16,11,5,5,"Strzelce Opolskie","obszar wiejski",1.01.2019
16,11,6,4,"Ujazd","miasto",1.01.2019
16,11,6,5,"Ujazd","obszar wiejski",1.01.2019
16,11,7,4,"Zawadzkie","miasto",1.01.2019
16,11,7,5,"Zawadzkie","obszar wiejski",1.01.2019
16,61,,,"Opole","miasto na prawach powiatu",1.01.2019
16,61,1,1,"Opole","gmina miejska",1.01.2019
18,,,,"PODKARPACKIE","województwo",1.01.2019
18,1,,,"bieszczadzki","powiat",1.01.2019
18,1,3,2,"Czarna","gmina wiejska",1.01.2019
18,1,5,2,"Lutowiska","gmina wiejska",1.01.2019
18,1,8,4,"Ustrzyki Dolne","miasto",1.01.2019
18,1,8,5,"Ustrzyki Dolne","obszar wiejski",1.01.2019
18,2,,,"brzozowski","powiat",1.01.2019
18,2,1,4,"Brzozów","miasto",1.01.2019
18,2,1,5,"Brzozów","obszar wiejski",1.01.2019
18,2,2,2,"Domaradz","gmina wiejska",1.01.2019
18,2,3,2,"Dydnia","gmina wiejska",1.01.2019
18,2,4,2,"Haczów","gmina wiejska",1.01.2019
18,2,5,2,"Jasienica Rosielna","gmina wiejska",1.01.2019
18,2,6,2,"Nozdrzec","gmina wiejska",1.01.2019
18,3,,,"dębicki","powiat",1.01.2019
18,3,1,1,"Dębica","gmina miejska",1.01.2019
18,3,2,4,"Brzostek","miasto",1.01.2019
18,3,2,5,"Brzostek","obszar wiejski",1.01.2019
18,3,3,2,"Czarna","gmina wiejska",1.01.2019
18,3,4,2,"Dębica","gmina wiejska",1.01.2019
18,3,5,2,"Jodłowa","gmina wiejska",1.01.2019
18,3,6,4,"Pilzno","miasto",1.01.2019
18,3,6,5,"Pilzno","obszar wiejski",1.01.2019
18,3,7,2,"Żyraków","gmina wiejska",1.01.2019
18,4,,,"jarosławski","powiat",1.01.2019
18,4,1,1,"Jarosław","gmina miejska",1.01.2019
18,4,2,1,"Radymno","gmina miejska",1.01.2019
18,4,3,2,"Chłopice","gmina wiejska",1.01.2019
18,4,4,2,"Jarosław","gmina wiejska",1.01.2019
18,4,5,2,"Laszki","gmina wiejska",1.01.2019
18,4,6,2,"Pawłosiów","gmina wiejska",1.01.2019
18,4,7,4,"Pruchnik","miasto",1.01.2019
18,4,7,5,"Pruchnik","obszar wiejski",1.01.2019
18,4,8,2,"Radymno","gmina wiejska",1.01.2019
18,4,9,2,"Rokietnica","gmina wiejska",1.01.2019
18,4,10,2,"Roźwienica","gmina wiejska",1.01.2019
18,4,11,2,"Wiązownica","gmina wiejska",1.01.2019
18,5,,,"jasielski","powiat",1.01.2019
18,5,1,1,"Jasło","gmina miejska",1.01.2019
18,5,2,2,"Brzyska","gmina wiejska",1.01.2019
18,5,3,2,"Dębowiec","gmina wiejska",1.01.2019
18,5,4,2,"Jasło","gmina wiejska",1.01.2019
18,5,5,4,"Kołaczyce","miasto",1.01.2019
18,5,5,5,"Kołaczyce","obszar wiejski",1.01.2019
18,5,6,2,"Krempna","gmina wiejska",1.01.2019
18,5,7,2,"Nowy Żmigród","gmina wiejska",1.01.2019
18,5,8,2,"Osiek Jasielski","gmina wiejska",1.01.2019
18,5,9,2,"Skołyszyn","gmina wiejska",1.01.2019
18,5,11,2,"Tarnowiec","gmina wiejska",1.01.2019
18,6,,,"kolbuszowski","powiat",1.01.2019
18,6,1,2,"Cmolas","gmina wiejska",1.01.2019
18,6,2,4,"Kolbuszowa","miasto",1.01.2019
18,6,2,5,"Kolbuszowa","obszar wiejski",1.01.2019
18,6,3,2,"Majdan Królewski","gmina wiejska",1.01.2019
18,6,4,2,"Niwiska","gmina wiejska",1.01.2019
18,6,5,2,"Raniżów","gmina wiejska",1.01.2019
18,6,6,2,"Dzikowiec","gmina wiejska",1.01.2019
18,7,,,"krośnieński","powiat",1.01.2019
18,7,1,2,"Chorkówka","gmina wiejska",1.01.2019
18,7,2,4,"Dukla","miasto",1.01.2019
18,7,2,5,"Dukla","obszar wiejski",1.01.2019
18,7,3,4,"Iwonicz-Zdrój","miasto",1.01.2019
18,7,3,5,"Iwonicz-Zdrój","obszar wiejski",1.01.2019
18,7,4,4,"Jedlicze","miasto",1.01.2019
18,7,4,5,"Jedlicze","obszar wiejski",1.01.2019
18,7,5,2,"Korczyna","gmina wiejska",1.01.2019
18,7,6,2,"Krościenko Wyżne","gmina wiejska",1.01.2019
18,7,7,2,"Miejsce Piastowe","gmina wiejska",1.01.2019
18,7,8,4,"Rymanów","miasto",1.01.2019
18,7,8,5,"Rymanów","obszar wiejski",1.01.2019
18,7,9,2,"Wojaszówka","gmina wiejska",1.01.2019
18,7,10,2,"Jaśliska","gmina wiejska",1.01.2019
18,8,,,"leżajski","powiat",1.01.2019
18,8,1,1,"Leżajsk","gmina miejska",1.01.2019
18,8,2,2,"Grodzisko Dolne","gmina wiejska",1.01.2019
18,8,3,2,"Kuryłówka","gmina wiejska",1.01.2019
18,8,4,2,"Leżajsk","gmina wiejska",1.01.2019
18,8,5,4,"Nowa Sarzyna","miasto",1.01.2019
18,8,5,5,"Nowa Sarzyna","obszar wiejski",1.01.2019
18,9,,,"lubaczowski","powiat",1.01.2019
18,9,1,1,"Lubaczów","gmina miejska",1.01.2019
18,9,2,4,"Cieszanów","miasto",1.01.2019
18,9,2,5,"Cieszanów","obszar wiejski",1.01.2019
18,9,3,2,"Horyniec-Zdrój","gmina wiejska",1.01.2019
18,9,4,2,"Lubaczów","gmina wiejska",1.01.2019
18,9,5,4,"Narol","miasto",1.01.2019
18,9,5,5,"Narol","obszar wiejski",1.01.2019
18,9,6,4,"Oleszyce","miasto",1.01.2019
18,9,6,5,"Oleszyce","obszar wiejski",1.01.2019
18,9,7,2,"Stary Dzików","gmina wiejska",1.01.2019
18,9,8,2,"Wielkie Oczy","gmina wiejska",1.01.2019
18,10,,,"łańcucki","powiat",1.01.2019
18,10,1,1,"Łańcut","gmina miejska",1.01.2019
18,10,2,2,"Białobrzegi","gmina wiejska",1.01.2019
18,10,3,2,"Czarna","gmina wiejska",1.01.2019
18,10,4,2,"Łańcut","gmina wiejska",1.01.2019
18,10,5,2,"Markowa","gmina wiejska",1.01.2019
18,10,6,2,"Rakszawa","gmina wiejska",1.01.2019
18,10,7,2,"Żołynia","gmina wiejska",1.01.2019
18,11,,,"mielecki","powiat",1.01.2019
